STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF OTHERS,AUTO THEFT,OTHER THEFT,RIOTS,CHEATING,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
CHANDIGARH,CHANDIGARH,2001,15,10,6,0,18,6,494,1035,91,155,95,3,36,0,6,914,3397
CHANDIGARH,TOTAL,2001,15,10,6,0,18,6,494,1035,91,155,95,3,36,0,6,914,3397
D & N HAVELI,D and N HAVELI,2001,3,2,0,0,6,2,15,30,4,12,29,0,4,0,0,183,350
D & N HAVELI,TOTAL,2001,3,2,0,0,6,2,15,30,4,12,29,0,4,0,0,183,350
DAMAN & DIU,DAMAN,2001,6,5,0,0,0,2,20,14,14,7,18,0,4,0,0,54,194
DAMAN & DIU,DIU,2001,1,0,0,0,0,0,0,6,9,2,3,0,0,0,0,19,45
DAMAN & DIU,TOTAL,2001,7,5,0,0,0,2,20,20,23,9,21,0,4,0,0,73,239
DELHI UT,CENTRAL,2001,29,42,4,0,28,20,560,1035,9,134,113,4,2,0,13,1422,3750
DELHI UT,DELHI UT TOTAL,2001,547,510,63,0,381,663,7894,11382,165,2183,2011,113,138,0,432,22000,54384
DELHI UT,EAST,2001,56,51,15,0,24,124,835,816,20,143,257,11,27,0,23,1552,4447
DELHI UT,G.R.P.(RLY),2001,11,4,0,0,1,0,13,1417,0,19,7,0,0,0,0,129,1630
DELHI UT,I.G.I. AIRPORT,2001,2,2,1,0,0,3,7,45,1,483,5,0,0,0,2,61,625
DELHI UT,NEW DELHI,2001,11,14,0,0,9,8,341,896,14,296,35,0,2,0,109,731,2660
DELHI UT,NORTH,2001,28,33,5,0,28,46,455,909,11,159,165,4,9,0,0,1729,3998
DELHI UT,NORTH EAST,2001,62,79,5,0,36,34,500,461,7,57,260,20,8,0,12,1477,3449
DELHI UT,NORTH WEST,2001,134,107,13,0,103,220,1429,1421,20,139,429,25,22,0,22,4663,10001
DELHI UT,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,SOUTH,2001,83,75,7,0,65,95,1986,2234,46,373,307,15,22,0,103,3991,10745
DELHI UT,SOUTH WEST,2001,61,52,1,0,42,61,772,1044,32,182,181,16,24,0,144,2094,5389
DELHI UT,WEST,2001,70,51,12,0,45,52,996,1104,5,198,252,18,22,0,4,4151,7690
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0,0,0,0,0,10,1,0,3,0,0,0,0,17,36
LAKSHADWEEP,TOTAL,2001,1,0,0,0,0,0,0,10,1,0,3,0,0,0,0,17,36
PUDUCHERRY,PONDICHERRY,2001,25,32,1,0,9,1,284,244,100,23,635,1,3,0,166,2324,4068
PUDUCHERRY,TOTAL,2001,25,32,1,0,9,1,284,244,100,23,635,1,3,0,166,2324,4068
ANDHRA PRADESH,ADILABAD,2002,100,79,17,0,37,10,32,194,80,135,1181,20,240,0,225,1753,4675
ANDHRA PRADESH,ANANTAPUR,2002,166,113,7,0,28,16,59,297,135,109,1752,9,151,0,312,719,4467
ANDHRA PRADESH,CHITTOOR,2002,105,66,5,0,28,28,200,632,71,172,999,16,188,0,476,2788,6306
ANDHRA PRADESH,CUDDAPAH,2002,91,0,9,0,16,5,47,158,92,52,788,21,63,0,275,1416,3324
ANDHRA PRADESH,EAST GODAVARI,2002,97,102,2,0,25,50,213,993,100,262,3076,11,276,0,473,1440,7931
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,0,0,0,1,0,0,148,0,0,5,0,0,0,4,142,310
ANDHRA PRADESH,GUNTUR,2002,143,77,1,0,46,16,150,1032,144,346,1760,13,434,0,404,2440,7883
ANDHRA PRADESH,HYDERABAD CITY,2002,117,109,3,0,57,54,1224,2553,128,1734,3714,24,590,0,440,1759,14413
ANDHRA PRADESH,KARIMNAGAR,2002,160,88,6,0,99,20,94,310,191,357,2671,45,209,0,416,1504,7086
ANDHRA PRADESH,KHAMMAM,2002,106,55,1,0,48,15,79,352,107,219,2204,13,324,0,276,917,5646
ANDHRA PRADESH,KRISHNA,2002,92,66,3,0,41,5,32,511,49,146,1940,14,374,0,278,1114,5318
ANDHRA PRADESH,KURNOOL,2002,124,98,1,0,45,30,16,292,76,185,1458,11,167,0,520,1161,4684
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,84,31,0,85,21,41,398,140,91,906,31,225,0,353,2108,5354
ANDHRA PRADESH,MEDAK,2002,103,50,20,0,68,8,39,317,64,105,1612,25,251,0,417,554,4208
ANDHRA PRADESH,NALGONDA,2002,109,53,8,0,41,9,45,276,87,184,1139,37,210,0,490,1966,5290
ANDHRA PRADESH,NELLORE,2002,84,93,4,0,46,13,68,474,46,157,1223,10,289,0,290,1612,5240
ANDHRA PRADESH,NIZAMABAD,2002,93,42,12,0,35,8,66,272,46,138,1934,17,278,0,274,791,4417
ANDHRA PRADESH,PRAKASHAM,2002,67,79,2,0,21,7,45,214,124,86,1153,5,142,0,248,1008,3636
ANDHRA PRADESH,RANGA REDDY,2002,214,107,12,0,49,34,452,998,61,597,3224,51,508,0,774,1948,10602
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,1,0,0,0,0,350,0,2,8,0,0,0,0,40,444
ANDHRA PRADESH,SRIKAKULAM,2002,27,9,2,0,14,1,13,222,28,58,641,4,114,0,171,939,2486
ANDHRA PRADESH,VIJAYAWADA,2002,39,49,3,0,31,35,278,2530,5,784,1950,9,869,0,247,1057,9083
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,0,0,0,1,1,2,326,0,5,10,0,2,0,3,47,410
ANDHRA PRADESH,VISAKHA RURAL,2002,54,25,0,0,14,7,0,195,36,40,717,2,85,0,237,1001,2669
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,15,1,0,8,5,173,400,13,240,375,3,235,0,179,819,2838
ANDHRA PRADESH,VIZIANAGARAM,2002,28,22,1,0,12,9,0,171,9,51,471,1,190,0,147,1127,2432
ANDHRA PRADESH,WARANGAL,2002,131,72,11,0,52,14,56,357,240,175,1812,45,157,0,317,2370,6397
ANDHRA PRADESH,WEST GODAVARI,2002,69,91,2,0,54,27,120,706,68,303,1116,12,447,0,445,1845,6061
ANDHRA PRADESH,TOTAL,2002,2525,1644,165,0,1002,448,3544,15678,2140,6733,39839,449,7018,0,8691,36385,143610
ARUNACHAL PRADESH,CHANGLANG,2002,9,4,1,0,3,3,0,25,0,8,26,0,2,0,0,66,180
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,4,0,0,5,1,0,20,5,3,36,0,5,0,0,57,178
ARUNACHAL PRADESH,KAMENG EAST,2002,3,2,0,0,1,1,0,23,8,0,37,0,0,0,0,28,126
ARUNACHAL PRADESH,KAMENG WEST,2002,3,3,0,0,0,3,0,15,0,1,16,0,0,0,0,31,84
ARUNACHAL PRADESH,LOHIT,2002,14,2,0,0,3,2,0,24,0,2,50,0,0,0,0,34,169
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,1,0,3,4,38,56,0,3,51,0,1,0,0,83,383
ARUNACHAL PRADESH,SIANG EAST,2002,3,0,0,0,11,2,3,55,0,5,58,0,1,0,0,62,264
ARUNACHAL PRADESH,SIANG UPPER,2002,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,23,44
ARUNACHAL PRADESH,SIANG WEST,2002,4,7,3,0,4,1,4,46,3,2,58,0,2,0,0,117,331
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,3,0,0,1,1,4,28,0,1,18,0,0,0,0,51,152
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,0,0,2,0,0,14,4,2,24,0,0,0,0,48,132
ARUNACHAL PRADESH,TAWANG,2002,0,0,1,0,1,0,2,11,1,1,2,0,1,0,0,17,44
ARUNACHAL PRADESH,TIRAP,2002,3,7,0,0,1,1,0,20,0,1,25,0,1,0,0,67,141
ARUNACHAL PRADESH,TOTAL,2002,61,38,6,0,38,19,51,344,21,29,401,0,13,0,0,684,2228
ASSAM,BARPETA,2002,43,20,2,0,55,10,9,247,275,28,90,4,97,0,102,285,1527
ASSAM,BONGAIGAON,2002,47,0,0,0,21,11,6,74,81,9,30,3,32,0,45,274,818
ASSAM,C.I.D.,2002,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,45,52
ASSAM,CACHAR,2002,57,44,0,0,71,13,3,445,446,33,234,7,219,0,291,1057,3520
ASSAM,DARRANG,2002,31,7,2,0,33,13,6,113,61,8,116,4,37,0,43,180,861
ASSAM,DHEMAJI,2002,30,15,0,0,48,6,0,83,14,14,194,1,57,0,20,84,689
ASSAM,DHUBRI,2002,60,16,1,0,46,11,1,87,418,23,257,4,167,0,155,128,1721
ASSAM,DIBRUGARH,2002,97,35,2,0,45,17,35,274,36,21,369,1,43,0,155,258,1642
ASSAM,G.R.P.,2002,6,0,0,0,0,0,0,62,0,0,2,0,0,0,0,34,116
ASSAM,GOALPARA,2002,24,18,1,0,40,19,2,105,128,17,69,2,93,0,93,133,959
ASSAM,GOLAGHAT,2002,57,9,4,0,42,8,31,229,13,31,342,0,36,0,90,194,1347
ASSAM,GUWAHATI CITY,2002,60,18,20,0,60,40,201,935,313,146,378,6,69,0,62,1101,4384
ASSAM,HAILAKANDI,2002,26,5,1,0,24,0,0,110,114,8,80,1,34,0,20,204,814
ASSAM,JORHAT,2002,37,13,4,0,36,4,8,196,68,21,124,0,42,0,42,342,1130
ASSAM,KAMRUP,2002,34,31,8,0,41,14,57,81,50,47,65,2,20,0,16,924,1673
ASSAM,KARBI ANGLONG,2002,41,3,1,0,5,28,20,98,16,7,46,2,6,0,18,161,527
ASSAM,KARIMGANJ,2002,43,12,0,0,23,31,8,134,179,15,59,6,69,0,28,165,894
ASSAM,KOKRAJHAR,2002,62,20,0,0,15,30,0,77,61,13,169,3,38,0,62,186,896
ASSAM,LAKHIMPUR,2002,26,34,1,0,69,10,0,283,59,86,478,0,175,0,72,290,1925
ASSAM,MORIGAON,2002,23,8,1,0,40,5,2,106,88,12,86,1,28,0,36,216,782
ASSAM,N.C.HILLS,2002,25,16,0,0,2,3,0,45,2,2,23,0,9,0,12,41,213
ASSAM,NAGAON,2002,78,40,3,0,61,8,45,253,305,61,493,7,158,0,249,672,3254
ASSAM,NALBARI,2002,47,56,0,0,27,19,1,86,3,15,112,0,24,0,24,398,1011
ASSAM,R.P.O.,2002,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,13
ASSAM,SIBSAGAR,2002,75,20,1,0,57,0,47,281,50,27,557,6,71,0,42,431,1881
ASSAM,SONITPUR,2002,109,22,1,0,67,5,8,324,157,45,278,9,146,0,179,465,2269
ASSAM,TINSUKIA,2002,115,17,2,0,41,14,6,327,74,25,113,1,24,0,101,306,1428
ASSAM,TOTAL,2002,1253,479,55,0,970,319,496,5059,3014,719,4764,70,1694,0,1957,8575,36346
BIHAR,ARARIA,2002,61,15,2,0,101,12,10,99,365,5,89,5,30,0,30,1004,2085
BIHAR,ARWAL,2002,44,58,8,0,0,11,0,37,61,2,204,8,2,0,6,103,606
BIHAR,AURANGABAD,2002,96,38,0,0,12,16,2,130,195,28,41,33,6,0,42,1544,2312
BIHAR,BAGAHA,2002,27,71,11,0,23,46,0,127,89,17,361,0,3,0,3,151,975
BIHAR,BANKA,2002,100,18,3,0,27,23,5,87,255,4,4,10,14,0,0,797,1496
BIHAR,BEGUSARAI,2002,138,139,5,0,20,60,29,224,157,33,149,23,40,0,129,1654,3054
BIHAR,BETTIAH,2002,100,229,10,0,55,57,7,267,436,16,1383,31,58,0,0,231,3288
BIHAR,BHABHUA,2002,48,10,6,0,17,34,8,132,196,35,3,17,18,0,41,778,1509
BIHAR,BHAGALPUR,2002,107,46,4,0,40,38,46,363,207,52,12,19,26,0,58,1445,2791
BIHAR,BHOJPUR,2002,147,41,1,0,17,26,9,238,124,71,26,51,79,1,8,1913,3021
BIHAR,BUXAR,2002,60,80,16,0,17,40,0,182,236,43,45,16,16,0,125,817,1840
BIHAR,DARBHANGA,2002,72,79,17,0,52,62,12,213,244,89,67,26,73,0,64,1669,3087
BIHAR,GAYA,2002,218,149,8,0,31,20,19,329,319,63,290,26,44,0,120,973,3124
BIHAR,GOPALGANJ,2002,69,89,5,0,16,26,22,98,181,64,7,23,51,0,35,1206,2035
BIHAR,JAMALPUR RLY.,2002,6,5,2,0,0,4,3,118,3,3,0,1,0,0,0,70,239
BIHAR,JAMUI,2002,56,203,3,0,15,25,8,98,142,18,94,21,19,0,27,213,1048
BIHAR,JEHANABAD,2002,73,55,1,0,7,23,8,115,169,35,0,21,5,0,12,702,1318
BIHAR,KATIHAR,2002,67,25,5,0,77,18,19,138,235,50,71,5,32,0,43,1173,2173
BIHAR,KATIHAR RLY.,2002,14,0,0,0,2,2,7,211,9,12,0,1,0,0,0,130,434
BIHAR,KHAGARIA,2002,66,23,6,0,15,17,9,66,173,18,26,9,17,0,32,541,1101
BIHAR,KISHANGANJ,2002,30,2,1,0,20,9,10,72,137,4,5,5,37,0,10,510,966
BIHAR,LAKHISARAI,2002,67,36,2,0,2,28,9,75,67,10,41,4,6,0,34,337,788
BIHAR,MADHEPURA,2002,50,23,3,0,10,25,11,64,162,9,117,4,9,0,23,386,1019
BIHAR,MADHUBANI,2002,66,86,92,0,31,35,2,175,282,65,672,58,111,0,81,440,2627
BIHAR,MOTIHARI,2002,97,47,19,0,41,102,5,301,418,117,43,48,94,0,111,2712,4596
BIHAR,MUNGER,2002,63,124,0,0,11,26,14,147,51,68,563,8,0,0,21,788,2014
BIHAR,MUZAFFARPUR,2002,130,92,23,0,60,145,101,622,393,113,121,42,178,1,177,2068,4863
BIHAR,MUZAFFARPUR RLY.,2002,18,1,1,0,2,2,19,300,8,15,56,0,1,0,4,132,609
BIHAR,NALANDA,2002,175,191,17,0,32,71,10,223,221,22,866,45,44,1,34,967,3247
BIHAR,NAUGACHIA,2002,35,4,9,0,11,18,1,49,103,13,40,7,15,0,27,327,711
BIHAR,NAWADAH,2002,69,87,23,0,34,42,6,72,188,25,535,12,30,4,83,187,1500
BIHAR,PATNA,2002,472,682,30,0,37,167,494,1269,489,342,445,76,148,0,376,2760,9217
BIHAR,PATNA RLY.,2002,29,24,0,0,2,5,16,691,11,13,0,1,3,0,1,164,1018
BIHAR,PURNEA,2002,96,75,4,0,46,31,38,136,316,23,39,6,17,0,96,869,2131
BIHAR,ROHTAS,2002,132,35,5,0,15,82,15,360,401,22,22,52,82,0,349,1468,3419
BIHAR,SAHARSA,2002,39,106,4,0,11,10,4,61,110,20,152,10,8,0,24,309,967
BIHAR,SAMASTIPUR,2002,119,120,19,0,22,35,31,166,243,30,244,12,10,21,19,1391,2808
BIHAR,SARAN,2002,100,63,0,0,12,63,38,233,265,15,1196,69,85,0,91,806,3277
BIHAR,SHEIKHPURA,2002,33,18,2,0,6,24,2,58,80,21,8,5,16,1,9,508,887
BIHAR,SHEOHAR,2002,10,0,0,0,14,13,2,14,48,18,0,7,0,0,0,283,447
BIHAR,SITAMARHI,2002,54,19,1,0,31,28,10,166,270,36,246,14,28,1,30,1055,2172
BIHAR,SIWAN,2002,117,163,9,0,8,31,30,108,217,21,162,24,50,0,43,735,2016
BIHAR,SUPAUL,2002,43,46,0,0,22,34,0,114,192,16,90,7,12,8,3,1045,1760
BIHAR,VAISHALI,2002,99,109,19,0,16,31,40,266,207,115,235,65,60,0,76,1784,3445
BIHAR,TOTAL,2002,3712,3526,396,0,1040,1617,1131,9014,8675,1811,8770,927,1577,38,2497,39145,94040
CHHATTISGARH,BALRAMPUR,2002,30,21,0,0,30,1,5,41,23,0,53,2,19,0,12,216,618
CHHATTISGARH,BILASPUR,2002,56,43,9,0,72,0,101,494,140,42,480,13,86,0,106,2311,4709
CHHATTISGARH,BIZAPUR,2002,19,18,0,0,7,0,5,8,18,2,20,0,0,0,4,95,239
CHHATTISGARH,DANTEWARA,2002,59,29,0,0,9,0,9,57,19,2,66,1,5,0,21,237,616
CHHATTISGARH,DHAMTARI,2002,16,12,0,0,26,4,19,94,26,10,130,1,9,0,56,680,1249
CHHATTISGARH,DURG,2002,72,65,0,0,132,6,206,581,59,74,515,11,116,0,0,3334,6121
CHHATTISGARH,GRP RAIPUR,2002,2,1,0,0,5,0,8,199,0,1,6,0,0,0,0,88,320
CHHATTISGARH,JAGDALPUR,2002,70,34,0,0,46,3,20,96,29,18,181,0,16,0,0,1080,1910
CHHATTISGARH,JANJGIR,2002,43,24,0,0,42,0,27,164,78,16,466,13,64,0,74,674,2014
CHHATTISGARH,JASHPUR,2002,54,14,2,0,35,0,9,73,15,3,67,2,4,0,33,342,766
CHHATTISGARH,KABIRDHAM,2002,18,6,1,0,20,2,7,50,26,3,249,0,25,0,26,251,817
CHHATTISGARH,KANKER,2002,35,6,0,0,37,0,6,48,22,2,52,1,22,0,39,603,1046
CHHATTISGARH,KORBA,2002,40,10,0,0,38,1,86,226,45,19,308,9,33,0,93,1013,2295
CHHATTISGARH,KORIYA,2002,21,15,1,0,58,1,17,117,20,10,177,1,21,0,54,723,1531
CHHATTISGARH,MAHASAMUND,2002,15,16,4,0,33,0,29,121,27,13,211,0,14,0,81,537,1324
CHHATTISGARH,RAIGARH,2002,56,24,0,0,39,0,0,222,58,31,217,4,30,0,90,378,1547
CHHATTISGARH,RAIPUR,2002,86,63,3,0,159,5,242,457,59,102,907,20,106,0,274,2302,5595
CHHATTISGARH,RAJNANDGAON,2002,51,17,0,0,62,1,63,100,57,23,127,6,41,0,0,1603,2494
CHHATTISGARH,SARGUJA,2002,101,35,4,0,142,0,30,265,96,22,252,1,42,0,0,1109,2739
CHHATTISGARH,TOTAL,2002,844,453,24,0,992,24,889,3413,817,393,4484,85,653,0,963,17576,37950
GOA,NORTH GOA,2002,18,11,3,0,9,1,82,203,43,49,129,1,6,0,112,428,1380
GOA,SOUTH GOA,2002,12,9,1,0,3,3,64,147,36,29,107,1,2,0,90,352,1060
GOA,TOTAL,2002,30,20,4,0,12,4,146,350,79,78,236,2,8,0,202,780,2440
GUJARAT,AHMEDABAD COMMR.,2002,222,143,0,0,12,61,1950,2057,626,245,1398,6,433,0,0,5953,14479
GUJARAT,AHMEDABAD RURAL,2002,63,24,0,0,7,2,55,180,66,15,432,7,66,0,183,1411,2772
GUJARAT,AHWA-DANG,2002,6,1,0,0,4,0,1,11,6,0,34,0,7,0,19,67,170
GUJARAT,AMRELI,2002,21,17,1,0,4,4,35,123,37,6,240,0,95,0,77,1030,1851
GUJARAT,ANAND,2002,48,31,1,0,8,5,109,250,184,49,568,0,183,0,200,1829,3859
GUJARAT,BHARUCH,2002,47,25,0,0,7,1,78,220,110,30,419,0,52,0,211,1513,3086
GUJARAT,BHAVNAGAR,2002,59,43,1,0,9,12,200,300,402,70,137,4,125,0,10,3123,5146
GUJARAT,DAHOD,2002,64,14,2,0,14,0,36,84,67,6,397,0,18,0,0,743,1743
GUJARAT,GANDHINAGAR,2002,31,7,0,0,7,2,189,333,108,28,393,1,126,0,169,1669,3299
GUJARAT,HIMATNAGAR,2002,71,23,0,0,11,3,77,161,85,46,399,1,138,0,168,2385,4386
GUJARAT,JAMNAGAR,2002,39,24,0,0,25,6,200,300,41,22,435,5,176,0,0,1961,3571
GUJARAT,JUNAGADH,2002,55,22,0,0,10,9,145,386,112,109,536,2,368,0,168,2542,4980
GUJARAT,KHEDA NORTH,2002,56,18,1,0,9,0,91,261,172,54,478,0,104,0,171,2101,3868
GUJARAT,KUTCH,2002,35,22,4,0,3,5,86,177,71,54,441,2,174,0,237,1945,3611
GUJARAT,MEHSANA,2002,49,43,0,0,13,5,121,490,194,61,1143,0,170,0,156,2120,5120
GUJARAT,NARMADA,2002,16,4,0,0,7,3,5,31,34,18,145,0,9,0,41,302,696
GUJARAT,NAVSARI,2002,26,4,0,0,5,0,74,60,19,10,133,0,23,0,0,825,1354
GUJARAT,PALANPUR,2002,38,31,0,0,16,8,61,232,89,26,1377,0,122,0,123,1136,3745
GUJARAT,PANCHMAHAL,2002,83,18,0,0,4,0,70,220,118,21,484,0,22,0,0,961,2416
GUJARAT,PATAN,2002,24,13,0,0,3,1,38,177,95,44,410,0,88,0,90,1185,2389
GUJARAT,PORBANDAR,2002,7,7,2,0,4,1,29,46,9,21,122,3,53,0,35,752,1213
GUJARAT,RAJKOT COMMR.,2002,35,33,0,0,6,11,542,649,121,47,533,5,173,0,69,1765,4644
GUJARAT,RAJKOT RURAL,2002,41,30,1,0,15,13,90,275,116,17,578,2,180,0,224,2387,4382
GUJARAT,SURAT COMMR.,2002,81,28,0,0,18,27,1039,464,116,254,365,20,112,0,276,745,4172
GUJARAT,SURAT RURAL,2002,78,7,0,0,10,4,71,137,24,27,323,0,43,0,310,833,2060
GUJARAT,SURENDRANAGAR,2002,40,30,0,0,13,8,44,180,95,13,487,4,83,0,1,1816,3137
GUJARAT,VADODARA COMMR.,2002,56,47,0,0,5,7,586,454,340,112,353,0,80,0,113,4073,7116
GUJARAT,VADODARA RURAL,2002,81,29,0,0,12,3,41,181,142,21,436,0,61,0,207,1723,3377
GUJARAT,VALSAD,2002,39,14,0,0,3,5,130,268,53,27,279,0,32,0,0,1510,2746
GUJARAT,W.RLY,2002,21,7,0,0,3,2,2,840,13,4,56,0,5,0,0,207,1287
GUJARAT,TOTAL,2002,1532,759,13,0,267,208,6195,9547,3665,1457,13531,62,3321,0,3258,50612,106675
HARYANA,AMBALA,2002,25,18,7,0,15,3,123,208,4,64,258,7,122,0,0,987,2172
HARYANA,BHIWANI,2002,35,24,5,0,17,3,97,109,110,62,244,35,54,0,0,896,1938
HARYANA,FARIDABAD,2002,57,38,7,0,37,22,441,236,130,71,292,19,92,0,10,3911,6999
HARYANA,FATEHABAD,2002,16,21,5,0,7,7,64,92,15,44,222,9,54,0,1,482,1226
HARYANA,GRP,2002,25,1,2,0,1,0,34,169,6,6,12,14,0,0,8,424,770
HARYANA,GURGAON,2002,66,50,15,0,27,14,440,332,71,42,280,11,128,0,9,1578,3623
HARYANA,HISSAR,2002,52,49,2,0,15,3,255,147,23,122,339,28,96,0,4,1058,2545
HARYANA,JHAJJAR,2002,41,25,3,0,18,2,90,108,55,34,172,14,115,0,102,487,1518
HARYANA,JIND,2002,33,13,12,0,19,6,77,57,75,33,180,11,57,0,1,531,1325
HARYANA,KAITHAL,2002,26,21,9,0,7,3,69,82,0,17,235,6,98,0,5,364,1121
HARYANA,KARNAL,2002,39,28,5,0,37,8,185,198,42,49,635,11,115,0,213,309,2173
HARYANA,KURUKSHETRA,2002,31,13,4,0,15,4,148,173,0,123,193,7,88,0,0,786,1856
HARYANA,MAHENDRAGARH,2002,21,9,2,0,16,10,40,72,46,9,154,3,19,0,4,748,1303
HARYANA,PANCHKULA,2002,7,2,1,0,13,2,77,124,1,42,11,5,60,0,82,497,1187
HARYANA,PANIPAT,2002,46,25,4,1,42,9,217,232,37,27,180,9,193,0,189,564,2096
HARYANA,REWARI,2002,21,9,1,0,10,4,70,82,27,9,153,14,23,0,0,695,1293
HARYANA,ROHTAK,2002,63,39,0,0,17,6,218,141,36,46,155,17,30,0,124,632,1883
HARYANA,SIRSA,2002,43,37,4,0,20,19,98,131,18,56,326,7,103,0,5,652,1778
HARYANA,SONIPAT,2002,82,49,1,0,14,8,127,192,4,56,290,20,63,0,198,635,2046
HARYANA,YAMUNANAGAR,2002,31,16,0,0,13,4,85,122,0,21,183,9,55,0,0,618,1300
HARYANA,TOTAL,2002,760,487,89,1,360,137,2955,3007,700,933,4514,256,1565,0,955,16854,40152
HIMACHAL PRADESH,BILASPUR,2002,11,15,1,0,9,5,11,45,119,7,74,0,22,0,49,705,1217
HIMACHAL PRADESH,CHAMBA,2002,15,2,0,0,16,4,3,22,13,6,64,2,12,0,44,301,677
HIMACHAL PRADESH,G.R.P.,2002,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,2,8
HIMACHAL PRADESH,HAMIRPUR,2002,8,6,1,0,3,0,6,22,36,11,194,0,24,0,36,440,851
HIMACHAL PRADESH,KANGRA,2002,28,22,1,0,14,3,26,60,95,30,287,2,32,0,4,1169,1961
HIMACHAL PRADESH,KINNAUR,2002,2,0,0,0,4,0,0,11,10,1,16,0,7,0,22,50,154
HIMACHAL PRADESH,KULLU,2002,8,2,1,0,14,0,8,21,23,10,42,0,11,0,40,493,743
HIMACHAL PRADESH,LAHAUL-SPITI,2002,2,0,0,0,0,0,0,5,0,0,2,0,0,0,8,41,68
HIMACHAL PRADESH,MANDI,2002,5,9,2,0,24,1,23,47,56,13,217,2,47,0,64,1068,1775
HIMACHAL PRADESH,SHIMLA,2002,15,10,0,0,27,4,26,93,115,26,78,0,22,0,69,1311,2008
HIMACHAL PRADESH,SIRMAUR,2002,9,9,0,0,11,0,5,19,74,11,61,0,15,0,53,339,712
HIMACHAL PRADESH,SOLAN,2002,7,6,0,0,9,2,16,46,60,7,317,0,31,0,36,609,1266
HIMACHAL PRADESH,UNA,2002,13,5,0,0,6,2,18,30,43,15,123,0,11,0,57,393,803
HIMACHAL PRADESH,TOTAL,2002,123,86,6,0,137,22,142,422,646,137,1476,6,234,0,482,6921,12243
JAMMU & KASHMIR,ANANTNAG,2002,86,96,2,0,16,9,15,76,49,19,53,0,0,0,27,501,1358
JAMMU & KASHMIR,AWANTIPORA,2002,26,0,0,0,1,1,2,16,10,8,6,0,0,0,0,182,309
JAMMU & KASHMIR,BARAMULLA,2002,121,111,2,0,14,9,22,133,125,16,11,0,0,0,0,533,1476
JAMMU & KASHMIR,BORDER,2002,7,26,1,0,5,1,4,12,30,6,16,0,0,0,32,535,740
JAMMU & KASHMIR,BUDGAM,2002,46,23,2,0,12,7,16,93,87,13,2,0,0,0,22,310,831
JAMMU & KASHMIR,CRIME JAMMU,2002,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,2,48
JAMMU & KASHMIR,CRIME SRINAGAR,2002,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,63
JAMMU & KASHMIR,DODA,2002,105,118,0,0,15,0,0,21,17,3,12,0,0,0,24,312,726
JAMMU & KASHMIR,GANDERBAL,2002,22,5,1,0,7,0,21,32,71,6,5,0,0,0,11,180,519
JAMMU & KASHMIR,HANDWARA,2002,47,72,5,0,0,8,0,23,27,3,5,0,1,0,8,203,472
JAMMU & KASHMIR,JAMMU,2002,23,79,8,0,7,4,165,242,74,48,40,10,17,0,94,2015,3236
JAMMU & KASHMIR,KARGIL,2002,0,1,0,0,1,0,1,4,4,1,0,0,0,0,0,54,71
JAMMU & KASHMIR,KATHUA,2002,15,25,1,0,11,0,11,36,44,12,30,3,4,0,79,604,968
JAMMU & KASHMIR,KULGAM,2002,41,4,1,0,7,6,5,38,57,8,10,0,0,0,19,257,585
JAMMU & KASHMIR,KUPWARA,2002,56,124,0,0,5,4,1,23,55,10,5,0,0,0,9,175,597
JAMMU & KASHMIR,LEH,2002,6,1,0,0,3,0,1,4,3,1,0,0,0,0,0,93,128
JAMMU & KASHMIR,POONCH,2002,84,140,0,0,9,7,0,46,7,13,40,0,0,0,8,221,625
JAMMU & KASHMIR,PULWAMA,2002,55,109,2,0,12,3,14,101,120,14,19,0,0,0,0,252,953
JAMMU & KASHMIR,RAILWAYS,2002,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,7,19
JAMMU & KASHMIR,RAJOURI,2002,97,104,0,0,13,0,2,36,4,12,24,1,9,0,2,712,1100
